id,customer_id,vehicle_id,sale_date,sale_price,payment_method
41,664,10,8/29/2023,52196.89,Cash
42,2071,23,7/9/2023,94789.81,Credit Card
43,1376,4,9/8/2023,60257.65,Cash
44,211,30,9/25/2023,96870.28,Online Transfer
45,84,28,7/18/2023,93781.09,Credit Card
46,212,40,3/20/2024,45691.97,Cash
47,935,22,6/21/2023,60660.03,Credit Card
48,1874,5,4/16/2023,74620.05,Online Transfer
49,473,2,12/20/2023,51958.47,Credit Card
50,1075,7,9/12/2023,32116.31,Credit Card
51,401,38,4/21/2023,40077.66,Credit Card
52,1015,15,7/14/2023,80508.56,Credit Card
53,2465,25,3/4/2024,66699.22,Credit Card
54,543,1,11/8/2023,41688.52,Online Transfer
55,1009,18,6/6/2023,59494.93,Cash
56,1131,26,9/26/2023,72309.7,Online Transfer
57,1480,14,11/15/2023,51090.79,Credit Card
58,61,17,12/24/2023,49385.06,Online Transfer
59,203,37,8/19/2023,36595.24,Credit Card
60,173,21,10/16/2023,67141.49,Online Transfer
61,210,39,10/11/2023,80541.68,Credit Card
62,1398,19,9/17/2023,99517.17,Online Transfer
63,1534,6,4/6/2023,64066.39,Cash
64,934,24,1/5/2024,81651.09,Cash
65,864,35,4/29/2023,70015.08,Online Transfer
66,1349,33,1/23/2024,36937.88,Credit Card
67,660,16,3/10/2024,33547.31,Online Transfer
68,838,3,10/3/2023,36961.06,Credit Card
69,1418,34,4/21/2023,97795.65,Cash
70,1827,13,2/4/2024,49854.13,Online Transfer
71,2413,9,8/27/2023,32757.38,Online Transfer
72,2341,12,6/27/2023,36213.93,Online Transfer
73,459,20,10/13/2023,41187.06,Cash
74,1879,29,8/5/2023,78051.22,Credit Card
75,553,8,4/25/2023,74395.87,Credit Card
76,806,11,11/13/2023,41088.91,Cash
77,1824,27,8/26/2023,37243.45,Credit Card
78,1471,31,5/12/2023,36171.18,Credit Card
79,616,32,12/23/2023,54210.04,Cash
80,257,36,12/17/2023,72924.2,Credit Card
81,71,22,1/14/2024,36494.25,Credit Card
82,1716,17,3/7/2024,39799.5,Credit Card
83,2304,2,8/2/2023,39661.11,Online Transfer
84,330,37,9/27/2023,34343.98,Online Transfer
85,2138,6,9/11/2023,92487.69,Cash
86,2374,33,9/4/2023,33860.16,Credit Card
87,736,20,9/12/2023,94720.97,Credit Card
88,1790,23,1/17/2024,70434.03,Cash
89,2043,26,12/23/2023,74733.54,Credit Card
90,384,29,5/30/2023,85730.4,Credit Card
91,1688,35,7/19/2023,65738.23,Online Transfer
92,266,30,2/15/2024,32492.35,Credit Card
93,665,4,2/28/2024,54612.75,Online Transfer
94,522,40,7/25/2023,54188.22,Cash
95,260,24,2/20/2024,69134.13,Credit Card
96,1952,25,6/15/2023,75388.16,Online Transfer
97,86,16,9/10/2023,57764.92,Cash
98,1436,21,5/22/2023,36578.99,Cash
99,2397,39,4/2/2023,97966.59,Cash
100,2189,3,6/25/2023,88442.03,Credit Card
101,820,18,10/7/2023,39315.11,Online Transfer
102,887,8,12/17/2023,94980.26,Credit Card
103,2406,34,1/28/2024,63553.57,Credit Card
104,2140,15,7/4/2023,80227.38,Credit Card
105,2286,12,2/11/2024,80313.22,Credit Card
106,142,36,2/14/2024,43323.22,Credit Card
107,153,14,7/4/2023,89928.67,Credit Card
108,2187,7,3/21/2024,46021.16,Credit Card
109,539,19,1/30/2024,78650.76,Credit Card
110,1074,31,1/28/2024,55874.38,Credit Card
111,2162,38,4/15/2023,49169.66,Cash
112,2083,1,6/1/2023,76800.71,Cash
113,868,9,3/12/2024,60287.91,Online Transfer
114,1358,13,2/24/2024,93522.73,Online Transfer
115,1062,10,6/9/2023,84487.24,Credit Card
116,215,27,4/1/2023,35868.27,Credit Card
117,208,11,3/30/2023,37398.64,Credit Card
118,1400,5,10/18/2023,96474.91,Online Transfer
119,2094,32,11/28/2023,98435.2,Online Transfer
120,81,28,10/7/2023,82657.95,Credit Card
121,1758,34,2/2/2024,94032.88,Cash
122,1686,26,1/4/2024,89540.91,Credit Card
123,2446,15,4/16/2023,87857.44,Online Transfer
124,2154,35,2/18/2024,43863.37,Online Transfer
125,636,14,1/19/2024,68116.07,Cash
126,2206,11,7/28/2023,57310.0,Online Transfer
127,1108,24,1/20/2024,80035.19,Credit Card
128,2015,39,5/18/2023,31159.58,Online Transfer
129,309,25,12/4/2023,79135.92,Credit Card
130,904,10,6/16/2023,91979.22,Cash
131,1225,32,4/21/2023,34732.66,Credit Card
132,1536,18,9/28/2023,57612.29,Credit Card
133,689,16,3/15/2024,68376.82,Online Transfer
134,282,9,9/23/2023,57667.31,Online Transfer
135,485,33,9/6/2023,88004.19,Online Transfer
136,1570,12,3/22/2024,75899.08,Online Transfer
137,1099,31,3/31/2023,94404.34,Online Transfer
138,2322,40,9/13/2023,40978.77,Online Transfer
139,2220,37,8/16/2023,84059.55,Cash
140,769,3,5/29/2023,97089.0,Online Transfer
141,1589,4,6/5/2023,72132.72,Online Transfer
142,1836,36,9/20/2023,33983.99,Credit Card
143,678,5,10/7/2023,66375.66,Online Transfer
144,2239,6,10/17/2023,53544.25,Credit Card
145,298,7,10/26/2023,67141.3,Online Transfer
146,2009,20,1/8/2024,71759.96,Online Transfer
147,214,23,10/17/2023,71376.78,Credit Card
148,1830,2,7/4/2023,83377.86,Credit Card
149,1279,22,9/4/2023,55433.7,Credit Card
150,1460,1,11/16/2023,73232.86,Credit Card
151,1777,21,7/21/2023,39585.38,Credit Card
152,2467,28,6/21/2023,95070.44,Online Transfer
153,1633,27,9/11/2023,77248.19,Online Transfer
154,88,29,12/2/2023,57206.87,Credit Card
155,1781,30,5/7/2023,86049.05,Online Transfer
156,1556,19,5/30/2023,60232.18,Credit Card
157,556,8,10/27/2023,39012.5,Credit Card
158,433,17,10/4/2023,34787.67,Online Transfer
159,1802,13,9/7/2023,94860.58,Cash
160,2208,38,1/15/2024,33944.29,Credit Card
161,1722,40,10/5/2023,97543.11,Cash
162,58,26,11/5/2023,38460.02,Credit Card
163,892,27,12/20/2023,89153.87,Credit Card
164,2443,9,7/20/2023,91121.98,Credit Card
165,2073,11,7/2/2023,57914.01,Cash
166,482,37,7/15/2023,70704.78,Credit Card
167,799,34,12/31/2023,53929.56,Online Transfer
168,1354,15,11/13/2023,82788.31,Online Transfer
169,1561,28,8/15/2023,85086.3,Credit Card
170,1929,29,5/28/2023,53219.51,Credit Card
171,2238,18,7/4/2023,47386.51,Online Transfer
172,528,30,11/22/2023,99790.6,Online Transfer
173,1663,31,1/15/2024,83505.23,Online Transfer
174,1080,8,8/28/2023,99152.16,Online Transfer
175,1091,25,7/9/2023,59586.61,Cash
176,2317,13,1/26/2024,31334.06,Credit Card
177,928,23,6/3/2023,34526.6,Credit Card
178,1209,2,3/26/2023,76246.19,Online Transfer
179,378,4,2/12/2024,56319.13,Online Transfer
180,1184,6,9/18/2023,68868.46,Credit Card
181,942,3,3/18/2024,58909.27,Cash
182,2205,30,1/7/2024,63576.49,Credit Card
183,1954,37,9/4/2023,72686.38,Credit Card
184,2347,23,7/1/2023,33214.35,Credit Card
185,1349,22,8/13/2023,95024.31,Credit Card
186,121,2,10/28/2023,47319.67,Credit Card
187,1941,20,12/10/2023,78179.08,Online Transfer
188,492,11,12/18/2023,97048.0,Cash
189,672,24,12/10/2023,33235.4,Online Transfer
190,2375,32,6/11/2023,74093.46,Cash
191,1304,28,9/2/2023,64782.84,Online Transfer
192,1893,3,6/20/2023,75341.69,Cash
193,1362,17,11/24/2023,30950.86,Online Transfer
194,880,27,2/15/2024,47117.78,Online Transfer
195,2081,9,4/11/2023,53177.94,Credit Card
196,2232,40,7/1/2023,81871.98,Credit Card
197,1970,8,1/28/2024,38860.4,Credit Card
198,259,36,1/16/2024,52446.75,Credit Card
199,2088,34,10/31/2023,57434.25,Online Transfer
200,1854,33,9/19/2023,76619.59,Credit Card
201,68,5,7/9/2023,98855.02,Credit Card
202,1343,18,8/20/2023,79920.81,Online Transfer
203,313,31,2/28/2024,48568.41,Credit Card
204,1151,16,12/26/2023,99938.84,Credit Card
205,2447,10,9/20/2023,95881.32,Cash
206,512,38,11/13/2023,42077.59,Cash
207,2106,29,7/11/2023,85034.99,Online Transfer
208,1486,13,1/5/2024,75722.1,Online Transfer
209,2023,15,10/27/2023,63219.01,Online Transfer
210,1684,19,11/15/2023,78763.27,Credit Card
211,1815,4,11/22/2023,92476.59,Credit Card
212,1630,39,6/18/2023,63428.34,Online Transfer
213,2007,14,8/24/2023,31562.69,Credit Card
214,280,25,7/25/2023,33131.4,Online Transfer
215,2098,6,2/7/2024,45450.96,Credit Card
216,1389,7,2/25/2024,45135.19,Credit Card
217,425,21,9/11/2023,92259.79,Credit Card
218,1553,12,10/13/2023,91211.79,Online Transfer
219,127,35,2/19/2024,63277.12,Online Transfer
220,999,26,1/29/2024,80398.37,Cash
221,540,1,3/30/2023,83759.36,Credit Card
222,1817,9,10/27/2023,86216.84,Online Transfer
223,864,21,2/3/2024,42269.55,Credit Card
224,2020,6,7/13/2023,71745.35,Credit Card
225,1659,11,2/3/2024,77621.29,Online Transfer
226,1916,36,5/2/2023,51195.37,Credit Card
227,1260,39,12/23/2023,97380.99,Credit Card
228,1491,28,1/19/2024,79747.39,Credit Card
229,2255,38,11/5/2023,45458.2,Cash
230,1728,23,12/1/2023,94286.86,Credit Card
231,1296,31,11/11/2023,91804.31,Credit Card
232,2283,3,12/1/2023,85840.22,Credit Card
233,549,14,2/1/2024,38197.0,Credit Card
234,1532,7,6/19/2023,41304.55,Online Transfer
235,1315,27,3/26/2023,92028.46,Online Transfer
236,2500,24,6/12/2023,84264.79,Cash
237,359,37,5/15/2023,72871.39,Credit Card
238,2121,33,6/25/2023,59889.66,Credit Card
239,1822,8,6/18/2023,97091.88,Credit Card
240,1867,15,2/13/2024,73187.65,Credit Card
241,2192,4,9/24/2023,36375.61,Online Transfer
242,303,17,11/26/2023,84442.91,Cash
243,300,18,4/29/2023,49112.93,Credit Card
244,475,19,6/11/2023,65565.48,Credit Card
245,1579,13,6/13/2023,94022.25,Credit Card
246,37,12,8/4/2023,56474.77,Online Transfer
247,1818,35,4/10/2023,74151.35,Credit Card
248,2260,2,3/18/2024,74950.71,Online Transfer
249,1754,32,10/18/2023,63097.35,Credit Card
250,1656,22,6/19/2023,87355.37,Credit Card
251,2247,29,1/11/2024,74004.99,Credit Card
252,1269,10,2/9/2024,46833.91,Credit Card
253,218,1,1/24/2024,81624.88,Online Transfer
254,702,25,10/17/2023,54801.19,Online Transfer
255,2474,34,12/17/2023,45308.8,Credit Card
256,2039,40,7/21/2023,50284.73,Cash
257,1517,26,1/28/2024,50812.46,Online Transfer
258,1036,20,2/13/2024,47794.03,Cash
259,2186,16,8/4/2023,66723.01,Online Transfer
260,651,30,12/22/2023,30134.2,Online Transfer
261,119,5,11/1/2023,78017.02,Cash
262,2312,22,12/10/2023,98982.83,Online Transfer
263,1066,8,1/17/2024,31363.73,Cash
264,1525,40,2/16/2024,84452.9,Credit Card
265,396,2,8/24/2023,94137.62,Credit Card
266,802,21,11/12/2023,77033.64,Credit Card
267,1061,34,8/11/2023,97970.23,Cash
268,2022,36,11/6/2023,99166.01,Credit Card
269,1836,23,11/12/2023,81471.92,Online Transfer
270,939,14,7/4/2023,66733.98,Credit Card
271,694,11,6/7/2023,96562.39,Cash
272,2367,33,10/18/2023,65572.31,Online Transfer
273,1360,27,12/25/2023,94833.21,Credit Card
274,1266,13,2/28/2024,87745.68,Credit Card
275,1176,37,9/10/2023,49010.27,Credit Card
276,1810,38,3/16/2024,31999.1,Credit Card
277,176,35,1/4/2024,49956.82,Online Transfer
278,1615,20,4/28/2023,47493.69,Credit Card
279,877,24,11/19/2023,82650.16,Credit Card
280,2491,4,12/20/2023,48114.17,Credit Card
281,670,1,8/22/2023,74778.71,Credit Card
282,134,29,10/29/2023,36338.8,Credit Card
283,1543,9,12/21/2023,32179.83,Credit Card
284,1233,10,2/27/2024,40184.72,Credit Card
285,819,32,12/6/2023,91414.84,Credit Card
286,1781,25,11/17/2023,52283.24,Online Transfer
287,2401,28,3/23/2023,79740.53,Online Transfer
288,1481,39,6/26/2023,93290.99,Online Transfer
289,1610,5,11/25/2023,45825.92,Credit Card
290,537,12,2/24/2024,60406.52,Credit Card
291,2300,17,2/10/2024,58473.24,Cash
292,101,26,12/15/2023,88642.63,Credit Card
293,998,6,6/24/2023,45247.27,Credit Card
294,21,19,5/1/2023,39932.6,Online Transfer
295,122,18,10/5/2023,74953.46,Online Transfer
296,1890,31,4/2/2023,98945.18,Credit Card
297,299,15,9/5/2023,36409.5,Credit Card
298,438,7,7/6/2023,91229.61,Cash
299,1268,3,1/22/2024,30356.13,Cash
300,2204,16,8/3/2023,39339.9,Credit Card
301,1933,30,9/25/2023,42565.1,Credit Card
302,1242,7,12/19/2023,73038.62,Online Transfer
303,1032,6,3/22/2024,64270.84,Credit Card
304,2157,4,12/16/2023,55339.4,Credit Card
305,696,39,10/1/2023,88445.99,Credit Card
306,1321,11,2/7/2024,92431.26,Cash
307,361,19,12/3/2023,99775.77,Credit Card
308,267,29,3/4/2024,45452.45,Credit Card
309,1238,1,8/24/2023,57729.74,Online Transfer
310,1593,15,12/5/2023,81570.25,Online Transfer
311,319,17,11/13/2023,52737.21,Credit Card
312,628,25,12/9/2023,48039.26,Credit Card
313,542,32,3/16/2024,56307.66,Credit Card
314,1619,36,9/6/2023,37965.48,Cash
315,301,5,10/6/2023,49888.57,Online Transfer
316,1368,31,4/10/2023,59452.66,Cash
317,1607,14,5/31/2023,88538.52,Cash
318,107,34,6/4/2023,95803.04,Online Transfer
319,519,24,9/4/2023,44973.19,Credit Card
320,685,2,1/17/2024,72922.58,Credit Card
321,236,9,1/22/2024,51637.37,Credit Card
322,1461,35,9/28/2023,89344.69,Credit Card
323,2254,3,11/9/2023,69011.76,Cash
324,418,18,9/24/2023,32799.81,Cash
325,2443,22,8/26/2023,52070.93,Online Transfer
326,1582,30,4/17/2023,89434.5,Credit Card
327,984,20,5/29/2023,84498.79,Cash
328,1211,16,12/27/2023,84996.75,Online Transfer
329,872,38,2/7/2024,48227.6,Credit Card
330,1156,13,9/16/2023,78048.14,Credit Card
331,1411,21,5/18/2023,64248.95,Credit Card
332,874,8,1/2/2024,55256.18,Credit Card
333,1695,26,4/8/2023,79722.79,Credit Card
334,197,23,10/29/2023,98112.74,Credit Card
335,1952,33,6/24/2023,49183.2,Credit Card
336,1790,12,9/2/2023,44347.97,Credit Card
337,852,27,3/15/2024,44951.91,Credit Card
338,856,40,10/17/2023,78260.63,Credit Card
339,1976,28,5/13/2023,59324.12,Online Transfer
340,1225,37,3/6/2024,89903.4,Cash
341,74,10,1/8/2024,66700.67,Credit Card
342,595,38,3/29/2023,79546.73,Online Transfer
343,36,15,3/8/2024,84569.9,Cash
344,909,31,5/9/2023,98836.55,Cash
345,2089,4,9/24/2023,56466.07,Cash
346,995,25,8/30/2023,50494.09,Credit Card
347,855,26,6/10/2023,99177.28,Credit Card
348,1655,3,1/4/2024,44763.86,Online Transfer
349,1599,16,12/26/2023,85825.56,Online Transfer
350,258,6,5/30/2023,31545.36,Online Transfer
351,35,9,6/17/2023,95944.85,Credit Card
352,1258,40,12/9/2023,60818.07,Online Transfer
353,531,14,9/28/2023,91374.12,Online Transfer
354,251,19,1/3/2024,68812.61,Cash
355,1249,2,5/7/2023,47290.55,Cash
356,298,12,1/11/2024,90600.67,Credit Card
357,152,20,2/11/2024,37176.34,Online Transfer
358,2303,22,5/24/2023,51982.93,Online Transfer
359,1096,34,9/6/2023,60435.83,Cash
360,2498,32,10/11/2023,77285.61,Credit Card
361,1262,29,12/24/2023,94694.55,Credit Card
362,1855,7,8/22/2023,54024.75,Online Transfer
363,558,40,2/10/2024,36522.84,Credit Card
364,2452,39,11/23/2023,32887.51,Credit Card
365,218,34,1/10/2024,40269.15,Credit Card
366,1165,17,5/31/2023,72484.7,Online Transfer
367,1844,28,5/29/2023,59867.73,Online Transfer
368,1010,12,5/12/2023,99614.96,Credit Card
369,2126,24,3/11/2024,71775.96,Credit Card
370,1014,1,10/5/2023,95521.86,Credit Card
371,1845,18,2/21/2024,55019.42,Credit Card
372,2440,14,7/2/2023,55185.04,Online Transfer
373,139,38,5/6/2023,79408.34,Online Transfer
374,1698,25,5/30/2023,51745.39,Credit Card
375,2295,23,2/4/2024,32634.86,Online Transfer
376,844,20,6/21/2023,50791.21,Credit Card
377,640,19,8/15/2023,57012.72,Online Transfer
378,2151,13,3/17/2024,74572.84,Credit Card
379,1573,4,2/1/2024,42858.14,Credit Card
380,1257,26,9/9/2023,60893.73,Credit Card
381,2442,22,5/30/2023,69751.15,Cash
382,1681,15,4/26/2023,32409.77,Cash
383,2405,3,11/19/2023,88112.62,Cash
384,874,37,11/22/2023,57623.93,Cash
385,965,27,1/19/2024,56178.02,Online Transfer
386,185,7,4/11/2023,46444.55,Online Transfer
387,990,32,7/19/2023,54956.23,Online Transfer
388,1181,11,7/21/2023,65713.84,Credit Card
389,697,10,2/19/2024,35846.8,Credit Card
390,1711,6,12/21/2023,78386.93,Credit Card
391,1853,36,4/16/2023,99960.62,Online Transfer
392,750,9,5/26/2023,99352.42,Credit Card
393,1805,33,11/10/2023,75132.68,Cash
394,1214,35,4/8/2023,75679.56,Online Transfer
395,371,31,2/5/2024,30454.37,Cash
396,62,30,1/17/2024,50848.97,Cash
397,1676,16,2/18/2024,78019.17,Cash
398,361,5,3/12/2024,81298.51,Credit Card
399,1553,29,11/5/2023,67192.43,Credit Card
400,1535,2,4/19/2023,48869.59,Credit Card
401,953,8,4/26/2023,85746.38,Credit Card
402,1756,21,12/8/2023,49277.06,Cash
403,1444,17,9/11/2023,67457.77,Cash
404,496,1,8/14/2023,35759.06,Credit Card
405,2358,18,1/31/2024,39300.25,Credit Card
406,1865,40,9/12/2023,54515.57,Online Transfer
407,2445,35,10/14/2023,92415.84,Online Transfer
408,716,27,12/27/2023,52357.73,Credit Card
409,1044,23,2/17/2024,90219.54,Credit Card
410,1549,6,10/14/2023,66744.09,Credit Card
411,703,36,10/4/2023,43005.84,Online Transfer
412,299,19,3/12/2024,93439.47,Credit Card
413,787,39,1/15/2024,47269.85,Credit Card
414,1040,16,5/10/2023,41989.01,Online Transfer
415,1555,24,3/28/2023,38664.56,Online Transfer
416,69,26,3/25/2023,56490.62,Credit Card
417,1295,29,9/24/2023,92072.64,Credit Card
418,2184,30,8/5/2023,41361.61,Cash
419,1733,38,5/4/2023,69646.04,Online Transfer
420,1924,7,9/24/2023,99051.88,Online Transfer
421,1544,9,10/5/2023,66463.73,Credit Card
422,1472,8,1/24/2024,61210.93,Credit Card
423,981,5,9/3/2023,84061.33,Credit Card
424,31,4,9/23/2023,82598.72,Credit Card
425,2093,33,1/16/2024,52432.6,Online Transfer
426,1356,21,6/5/2023,94626.15,Credit Card
427,1530,2,3/31/2023,35503.28,Online Transfer
428,2336,32,7/26/2023,77344.18,Online Transfer
429,323,20,7/8/2023,94107.56,Credit Card
430,678,37,8/9/2023,69996.96,Cash
431,247,10,11/25/2023,49186.69,Online Transfer
432,406,28,5/22/2023,67798.9,Online Transfer
433,1191,14,1/15/2024,47871.67,Credit Card
434,1453,34,1/7/2024,32202.93,Credit Card
435,1450,13,4/6/2023,67910.23,Online Transfer
436,2185,3,1/17/2024,60995.06,Credit Card
437,2298,12,10/26/2023,48262.01,Credit Card
438,1881,25,5/7/2023,61232.05,Cash
439,301,22,6/3/2023,90334.56,Online Transfer
440,1061,15,12/26/2023,72412.48,Online Transfer
441,2366,11,1/5/2024,99989.27,Online Transfer
442,189,31,1/3/2024,39862.69,Online Transfer
443,353,28,12/20/2023,96610.52,Credit Card
444,2389,25,7/26/2023,98397.98,Credit Card
445,727,21,4/2/2023,90337.54,Online Transfer
446,2010,8,2/2/2024,64776.99,Online Transfer
447,646,2,4/29/2023,83377.83,Credit Card
448,1124,4,3/25/2023,33962.91,Online Transfer
449,1244,22,10/2/2023,36494.44,Online Transfer
450,943,39,6/5/2023,92050.68,Cash
451,1317,15,7/22/2023,49000.75,Credit Card
452,1906,40,12/17/2023,36046.55,Credit Card
453,1696,16,7/7/2023,76637.41,Online Transfer
454,1362,27,3/24/2023,91933.44,Credit Card
455,1838,35,12/4/2023,73233.04,Credit Card
456,1710,7,3/16/2024,84322.3,Credit Card
457,492,20,3/4/2024,36461.55,Credit Card
458,781,12,7/8/2023,54311.16,Credit Card
459,1274,14,7/5/2023,44144.62,Cash
460,549,26,11/7/2023,73913.35,Credit Card
461,1604,6,10/14/2023,51407.29,Credit Card
462,778,30,4/23/2023,81574.28,Credit Card
463,1171,11,10/7/2023,54651.99,Online Transfer
464,1418,32,11/17/2023,54083.15,Credit Card
465,1970,10,10/16/2023,40582.18,Cash
466,1787,36,3/16/2024,46173.59,Credit Card
467,2180,1,6/17/2023,81309.56,Credit Card
468,2417,34,4/12/2023,51237.67,Credit Card
469,1442,33,6/3/2023,99059.43,Online Transfer
470,809,18,2/4/2024,88797.33,Cash
471,2337,24,8/21/2023,85550.42,Credit Card
472,1060,37,7/3/2023,94449.08,Credit Card
473,47,9,8/11/2023,89905.63,Cash
474,439,38,4/18/2023,62585.27,Credit Card
475,1807,3,8/11/2023,77462.56,Credit Card
476,1704,17,10/31/2023,55441.56,Cash
477,1647,13,4/2/2023,64911.91,Cash
478,1591,5,8/16/2023,50946.02,Online Transfer
479,2463,31,5/10/2023,70358.23,Credit Card
480,480,19,12/28/2023,87141.32,Credit Card
481,1971,29,2/18/2024,56620.24,Credit Card
482,1517,23,8/13/2023,60291.06,Credit Card
483,1803,3,10/27/2023,86649.99,Cash
484,1158,8,9/12/2023,81604.67,Credit Card
485,2479,26,11/18/2023,71231.23,Credit Card
486,1153,36,1/4/2024,65879.31,Credit Card
487,1810,33,2/7/2024,82910.43,Online Transfer
488,806,9,11/14/2023,46038.5,Credit Card
489,363,35,7/7/2023,32585.33,Cash
490,430,11,10/25/2023,30244.23,Online Transfer
491,1205,6,10/21/2023,96808.61,Cash
492,1744,34,5/18/2023,91066.91,Credit Card
493,1699,37,7/13/2023,65617.91,Credit Card
494,1419,5,9/30/2023,51198.94,Credit Card
495,1709,22,8/8/2023,84570.94,Credit Card
496,2235,39,6/20/2023,85955.65,Credit Card
497,1440,31,5/14/2023,73654.53,Credit Card
498,295,7,7/22/2023,81454.01,Credit Card
499,523,4,8/31/2023,45701.25,Credit Card
500,837,29,6/11/2023,92607.43,Cash
501,2249,13,7/12/2023,80535.0,Cash
502,58,14,1/25/2024,73741.21,Cash
503,1403,15,7/25/2023,31321.03,Credit Card
504,1428,24,6/5/2023,55522.63,Online Transfer
505,772,23,12/4/2023,63974.53,Credit Card
506,2258,21,2/26/2024,63066.66,Credit Card
507,522,17,1/11/2024,43653.71,Credit Card
508,254,27,7/23/2023,34460.68,Credit Card
509,735,18,11/7/2023,52664.64,Credit Card
510,1617,28,6/24/2023,89255.38,Credit Card
511,356,25,8/11/2023,62165.63,Online Transfer
512,1849,12,2/5/2024,50735.87,Credit Card
513,1519,19,2/26/2024,49210.32,Online Transfer
514,1961,10,2/12/2024,43879.96,Credit Card
515,2042,40,11/13/2023,52845.13,Online Transfer
516,905,32,8/15/2023,84839.18,Cash
517,1982,2,4/28/2023,41580.99,Credit Card
518,449,1,9/3/2023,31818.59,Online Transfer
519,1159,30,12/14/2023,65876.85,Credit Card
520,531,16,8/25/2023,53873.61,Credit Card
521,2420,20,9/30/2023,70466.34,Credit Card
522,1136,38,1/28/2024,99116.74,Credit Card
523,1556,7,5/6/2023,38074.96,Credit Card
524,291,17,11/12/2023,82239.43,Credit Card
525,225,10,11/28/2023,97466.94,Online Transfer
526,2433,16,8/25/2023,47906.06,Online Transfer
527,2396,40,12/30/2023,85020.08,Credit Card
528,2454,29,4/20/2023,76266.5,Credit Card
529,1639,18,4/22/2023,60678.5,Credit Card
530,235,11,11/21/2023,49320.44,Credit Card
531,1348,34,11/6/2023,59973.8,Cash
532,929,1,11/11/2023,78596.5,Credit Card
533,377,30,6/12/2023,58885.68,Credit Card
534,1616,33,1/1/2024,75772.76,Credit Card
535,1597,25,9/7/2023,33034.93,Credit Card
536,1892,31,9/15/2023,77476.31,Credit Card
537,2273,5,2/18/2024,66858.14,Online Transfer
538,1140,22,1/1/2024,85163.26,Online Transfer
539,344,3,10/12/2023,34954.13,Online Transfer
540,2480,13,1/21/2024,92548.9,Credit Card
541,2051,38,9/17/2023,75724.41,Cash
542,489,12,2/27/2024,66036.29,Credit Card
543,1799,19,2/10/2024,40821.21,Credit Card
544,1651,34,1/27/2024,51128.86,Cash
545,730,18,3/10/2024,32063.96,Cash
546,1719,5,3/1/2024,43141.17,Credit Card
547,527,14,10/8/2023,34764.03,Credit Card
548,469,28,7/20/2023,44414.65,Online Transfer
549,1761,2,6/14/2023,94261.56,Credit Card
550,1639,15,5/11/2023,54132.55,Credit Card
551,1843,20,12/14/2023,75288.44,Credit Card
552,2421,36,4/12/2023,32780.14,Cash
553,599,8,6/22/2023,79757.87,Credit Card
554,1984,40,9/19/2023,69497.78,Credit Card
555,587,4,2/15/2024,33092.15,Credit Card
556,1966,6,11/11/2023,88808.64,Credit Card
557,1181,22,1/9/2024,31244.08,Online Transfer
558,2214,23,4/14/2023,97403.22,Cash
559,1150,25,12/17/2023,99985.86,Online Transfer
560,1020,26,8/26/2023,84921.55,Online Transfer
561,2450,38,12/16/2023,61015.82,Credit Card
562,460,29,5/10/2023,35838.39,Online Transfer
563,2292,31,11/26/2023,56288.94,Credit Card
564,1850,7,10/2/2023,55846.52,Credit Card
565,64,12,10/25/2023,96531.4,Online Transfer
566,442,16,5/21/2023,76538.88,Online Transfer
567,1164,1,2/5/2024,54465.58,Credit Card
